,location,total_sqft,bath,price,bhk
0,Agripada,2850.0,4,428.0,4
1,Agripada,1630.0,3,194.0,3
2,Agripada,1875.0,2,235.0,3
3,Agripada,1200.0,2,130.0,3
4,Agripada,1235.0,2,148.0,2
5,Agripada,2750.0,4,413.0,4
6,Agripada,2450.0,4,368.0,4
7,Agripada,1875.0,3,167.0,3
8,Agripada,1500.0,5,85.0,5
9,Agripada,2065.0,4,210.0,3
10,Agripada,2059.0,3,225.0,3
11,Agripada,1394.0,2,100.0,2
12,Agripada,1077.0,2,93.0,2
13,Agripada,1566.0,2,180.0,2
14,Agripada,840.0,2,50.0,1
15,Agripada,1590.0,3,131.0,3
16,Agripada,2180.0,3,210.0,3
17,Agripada,1180.0,2,88.5,2
18,Agripada,1200.0,2,86.0,2
19,Agripada,1394.0,2,85.0,2
20,Agripada,2077.0,3,175.0,3
21,Agripada,1205.0,2,85.0,2
22,Agripada,900.0,2,75.0,2
23,Agripada,1450.0,2,50.75,3
24,Agripada,1150.0,2,40.25,2
25,Agripada,1350.0,2,47.25,3
26,Agripada,1350.0,2,47.25,3
27,Agripada,900.0,2,41.0,2
28,Agripada,1681.0,3,69.0,3
29,Agripada,1350.0,2,47.25,3
30,Agripada,1150.0,2,40.25,2
31,Agripada,1500.0,4,220.0,4
32,Agripada,3000.0,8,451.0,6
33,Agripada,2400.0,8,450.0,6
34,Agripada,1350.0,4,200.0,4
35,Agripada,1200.0,4,225.0,4
36,Agripada,1500.0,3,230.0,4
37,Agripada,1206.0,2,56.0,2
38,Agripada,1270.0,2,70.0,3
39,Agripada,1312.0,2,69.0,2
40,Agripada,1100.0,2,48.0,2
41,Agripada,3600.0,5,130.0,5
42,Agripada,5100.0,5,300.0,6
43,Agripada,1075.0,2,60.0,2
44,Agripada,1150.0,3,52.5,2
45,Agripada,1256.0,2,62.8,2
46,Agripada,1207.0,2,63.0,2
47,Agripada,1725.0,2,100.0,3
48,Agripada,1440.0,2,60.0,2
49,Agripada,1700.0,2,100.0,3
50,Agripada,2500.0,5,110.0,5
51,Agripada,600.0,1,30.0,1
52,Agripada,1390.0,2,65.0,2
53,Agripada,1256.0,2,62.8,2
54,Agripada,1000.0,2,48.0,2
55,Agripada,1350.0,2,75.0,3
56,Agripada,552.0,1,23.5,1
57,Agripada,1200.0,2,51.0,2
58,Agripada,1030.0,2,57.0,2
59,Agripada,1200.0,2,68.0,2
60,Agripada,1190.0,2,61.8,2
61,Agripada,4000.0,5,170.0,5
62,Agripada,1080.0,2,53.0,2
63,Agripada,1041.0,2,54.0,2
64,Agripada,812.0,2,42.0,2
65,Agripada,1010.0,2,57.0,2
66,Agripada,1075.0,2,60.0,2
67,Agripada,1192.0,2,74.0,2
68,Agripada,1180.0,2,80.0,2
69,Agripada,3245.0,4,250.0,4
70,Agripada,1645.0,3,100.0,3
71,Agripada,1140.0,2,65.0,2
72,Agripada,2040.0,3,200.0,3
73,Agripada,1213.0,2,63.0,2
74,Agripada,1216.0,2,60.0,2
75,Agripada,1460.0,2,80.0,2
76,Agripada,2003.0,3,200.0,3
77,Agripada,1810.0,3,131.0,3
78,Agripada,1515.0,2,135.0,3
79,Agripada,1192.0,2,75.0,2
80,Agripada,1280.0,2,88.0,2
81,Agripada,1080.0,2,72.0,2
82,Agripada,1270.0,2,93.0,2
83,Agripada,1420.0,2,100.0,3
84,Agripada,1850.0,3,150.0,3
85,Agripada,1245.0,2,94.0,2
86,Agripada,1175.0,2,82.0,2
87,Agripada,1400.0,2,95.0,3
88,Agripada,2225.0,3,160.0,3
89,Agripada,1050.0,2,71.0,2
90,Agripada,1100.0,2,46.0,2
91,Agripada,918.0,2,50.49,2
92,Agripada,1450.0,2,100.0,3
93,Agripada,1190.0,2,49.98,2
94,Agripada,1420.0,2,96.0,3
95,Agripada,1680.0,3,120.0,3
96,Agripada,980.0,2,69.0,2
97,Agripada,1180.0,2,72.0,2
98,Agripada,1400.0,3,115.0,3
99,Agripada,1270.0,2,83.0,2
100,"Amboli, Mumbai",2503.0,4,188.0,4
101,"Amboli, Mumbai",2200.0,3,190.0,3
102,"Amboli, Mumbai",1575.0,2,110.0,3
103,"Amboli, Mumbai",1850.0,3,140.0,3
104,"Amboli, Mumbai",1575.0,2,120.0,3
105,"Amboli, Mumbai",1850.0,3,150.0,3
106,"Amboli, Mumbai",1680.0,3,120.0,3
107,"Amboli, Mumbai",1175.0,2,82.5,2
108,"Amboli, Mumbai",1215.0,2,90.0,2
109,"Amboli, Mumbai",1050.0,2,75.0,2
110,"Amboli, Mumbai",1300.0,3,89.13,3
111,"Amboli, Mumbai",1130.0,2,73.0,2
112,"Amboli, Mumbai",1450.0,3,100.0,3
113,"Amboli, Mumbai",1050.0,2,50.0,2
114,"Amboli, Mumbai",1275.0,2,87.0,2
115,Aram Nagar,1650.0,3,110.0,3
116,Aram Nagar,850.0,2,42.0,2
117,Aram Nagar,1680.0,3,117.0,3
118,Aram Nagar,1850.0,3,150.0,3
119,Aram Nagar,1236.0,2,61.33,2
120,Aram Nagar,1000.0,2,53.0,2
121,Aram Nagar,1680.0,3,125.0,3
122,Aram Nagar,1675.0,2,135.0,3
123,Aram Nagar,1187.0,2,59.0,2
