,location,total_sqft,bath,price,bhk
0,"Adajan,Surat",3300.0,3,165.0,3
1,"Adajan,Surat",1730.0,5,75.0,5
2,"Adajan,Surat",1046.0,2,48.0,2
3,"Adajan,Surat",1408.0,3,80.0,3
4,"Adajan,Surat",1005.0,2,50.0,2
5,"Adajan,Surat",1100.0,2,65.0,2
6,"Adajan,Surat",1080.0,2,37.0,2
7,"Adajan,Surat",1035.0,2,45.0,2
8,"Adajan,Surat",5000.0,4,290.0,4
9,"Adajan,Surat",1164.0,2,56.0,2
10,"Adajan,Surat",1005.0,2,42.0,2
11,"Adajan,Surat",1127.0,2,50.0,2
12,"Adajan,Surat",1005.0,2,43.0,2
13,"Adajan,Surat",835.0,2,37.0,2
14,"Adajan,Surat",1050.0,2,39.0,2
15,"Adajan,Surat",660.0,2,27.0,2
16,"Adajan,Surat",600.0,1,20.0,1
17,"Adajan,Surat",1466.0,2,71.0,2
18,"Adajan,Surat",1890.0,2,93.0,3
19,"Adajan,Surat",1079.0,2,60.0,2
20,"Adajan,Surat",1480.0,2,80.0,2
21,"Adajan,Surat",1200.0,2,80.0,2
22,"Adajan,Surat",905.0,2,32.0,2
23,"Adajan,Surat",1073.0,2,52.36,2
24,"Adajan,Surat",1719.3,2,88.0,3
25,"Adajan,Surat",1780.0,3,88.0,3
26,"Adajan,Surat",1522.0,3,90.0,3
27,"Adajan,Surat",890.0,2,45.0,2
28,"Adajan,Surat",5000.0,4,300.0,4
29,"Adajan,Surat",1050.0,2,35.0,2
30,"Adajan,Surat",1331.95,2,69.0,2
31,"Adajan,Surat",1100.0,2,45.0,2
32,"Adajan,Surat",1028.0,2,42.0,2
33,"Adajan,Surat",1199.0,2,65.0,2
34,"Adajan,Surat",1080.0,2,55.0,2
35,"Adajan,Surat",1123.0,2,64.0,2
36,"Adajan,Surat",1308.0,2,60.0,2
37,"Adajan,Surat",1005.0,2,55.0,2
38,"Adajan,Surat",985.0,2,40.39,2
39,"Adajan,Surat",2200.0,6,68.0,6
40,"Adajan,Surat",765.0,2,30.0,1
41,"Adajan,Surat",880.0,2,35.0,2
42,"Adajan,Surat",795.0,2,32.54,2
43,"Adajan,Surat",1005.0,2,39.59,2
44,"Adajan,Surat",734.0,1,19.82,1
45,"Adajan,Surat",1020.0,2,41.82,2
46,"Adajan,Surat",985.0,2,40.39,2
47,"Adajan,Surat",2500.0,6,81.0,6
48,"Adajan,Surat",795.0,2,32.54,2
49,"Adajan,Surat",1130.0,2,46.33,2
50,"Adajan,Surat",795.0,1,32.6,2
51,"Adajan,Surat",3000.0,8,150.0,8
52,"Adajan,Surat",985.0,2,38.92,2
53,"Adajan,Surat",1000.0,2,41.0,2
54,"Adajan,Surat",995.0,2,40.8,2
55,"Adajan,Surat",1020.0,2,40.8,2
56,"Adajan,Surat",1388.0,2,57.0,2
57,"Adajan,Surat",1070.0,2,54.0,2
58,"Adajan,Surat",1280.0,2,58.0,2
59,"Adajan,Surat",1662.0,3,85.1,3
60,"Adajan,Surat",1897.0,3,120.0,3
61,"Adajan,Surat",1410.0,2,75.0,3
62,"Adajan,Surat",1360.0,2,85.0,3
63,"Adajan,Surat",1410.0,2,80.0,3
64,"Adajan,Surat",1662.0,3,85.0,3
65,"Adajan,Surat",1662.0,3,85.5,3
66,"Adajan,Surat",1280.0,2,60.0,2
67,"Adajan,Surat",1666.0,3,95.0,3
68,"Adajan,Surat",1575.0,3,90.0,3
69,"Adajan,Surat",1430.0,2,75.0,3
70,"Adajan,Surat",1419.0,2,73.0,3
71,"Adajan,Surat",1280.0,2,60.0,2
72,"Adajan,Surat",1200.0,2,50.0,2
73,"Adajan,Surat",1092.0,2,60.0,2
74,"Adajan,Surat",1690.0,3,85.0,3
75,"Adajan,Surat",1897.0,4,93.0,3
76,"Adajan,Surat",1884.0,3,98.0,3
77,"Adajan,Surat",1314.0,2,68.8,2
78,"Adajan,Surat",1690.0,3,85.0,3
79,"Adajan,Surat",1265.0,2,67.0,2
80,"Adajan,Surat",1126.0,2,55.0,2
81,"Adajan,Surat",1662.0,3,90.0,3
82,"Adajan,Surat",1420.0,2,75.0,3
83,"Adajan,Surat",1412.0,2,88.0,3
84,"Adajan,Surat",1434.0,3,84.0,3
85,"Adajan,Surat",1890.0,4,100.0,3
86,"Adajan,Surat",1419.0,2,87.0,3
87,"Adajan,Surat",1300.0,2,54.0,2
88,"Adajan,Surat",1690.0,3,85.0,3
89,"Adajan,Surat",1113.0,2,52.0,2
90,"Adajan,Surat",1820.0,4,95.0,3
91,"Adajan,Surat",1100.0,2,48.0,2
92,"Adajan,Surat",1896.0,3,102.0,3
93,"Adajan,Surat",1300.0,2,66.0,2
94,"Adajan,Surat",1225.0,2,68.0,2
95,"Adajan,Surat",1179.0,2,51.0,2
96,"Adajan,Surat",1421.0,2,73.0,3
97,"Adajan,Surat",1893.0,4,95.0,3
98,"Adajan,Surat",900.0,2,45.0,2
99,"Adajan,Surat",1105.0,2,75.0,2
100,"Adajan,Surat",1800.0,3,110.0,3
101,"Adajan,Surat",1150.0,2,80.0,2
102,"Adajan,Surat",1250.0,2,66.25,2
103,"Adajan,Surat",1332.0,2,79.0,2
104,"Adajan,Surat",1730.0,3,120.0,3
105,"Adajan,Surat",1230.0,2,66.25,2
106,"Adajan,Surat",1351.0,2,77.0,2
107,"Adajan,Surat",1303.0,2,80.0,2
108,"Adajan,Surat",1607.0,2,112.0,3
109,"Adajan,Surat",770.0,1,43.82,1
110,"Adajan,Surat",1700.0,2,76.0,2
111,"Adajan,Surat",1060.0,2,58.5,2
112,"Adajan,Surat",1650.0,3,100.0,3
113,"Adajan,Surat",1607.0,2,112.0,3
114,"Adajan,Surat",1198.0,2,80.0,2
115,"Adajan,Surat",1935.0,4,130.0,3
116,"Adajan,Surat",1424.0,2,90.0,2
117,"Adajan,Surat",2225.0,4,169.0,3
118,"Adajan,Surat",1862.0,3,120.0,3
119,"Adajan,Surat",1850.0,4,139.0,3
120,"Adajan,Surat",1936.0,4,126.0,3
121,"Adajan,Surat",1862.0,3,119.0,3
122,"Adajan,Surat",1424.0,2,90.0,2
123,"Adajan,Surat",2150.0,4,125.0,3
124,"Adajan,Surat",3530.0,4,290.0,4
125,"Adajan,Surat",1856.0,3,120.0,3
126,"Adajan,Surat",1852.0,3,130.0,3
127,"Adajan,Surat",1850.0,4,120.0,3
128,"Adajan,Surat",1367.0,2,86.0,2
129,"Adajan,Surat",3565.0,4,255.0,4
130,"Adajan,Surat",1409.0,2,95.0,2
131,"Adajan,Surat",1950.0,4,120.0,3
132,"Adajan,Surat",1921.0,4,129.0,3
133,"Adajan,Surat",1920.0,4,121.0,3
134,"Adajan,Surat",1935.0,4,125.0,3
135,"Adajan,Surat",1852.0,4,122.0,3
136,"Adajan,Surat",1950.0,4,120.0,3
137,"Adajan,Surat",1852.0,3,125.0,3
138,"Adajan,Surat",1850.0,4,121.0,3
139,"Adajan,Surat",1425.0,2,94.0,2
140,"Adajan,Surat",2395.0,4,150.0,3
141,"Adajan,Surat",900.0,2,40.0,2
142,"Adajan,Surat",1200.0,2,55.0,2
143,"Adajan,Surat",1900.0,3,135.0,3
144,"Adajan,Surat",924.0,2,45.0,2
145,"Adajan,Surat",900.0,2,60.0,2
146,"Adajan,Surat",1100.0,2,45.0,2
147,"Adajan,Surat",1200.0,2,55.0,2
148,"Adajan,Surat",1450.0,2,85.0,3
149,"Adajan,Surat",1200.0,2,55.0,2
150,"Adajan,Surat",1250.0,2,79.0,2
151,"Adajan,Surat",1190.0,2,50.0,2
152,"Adajan,Surat",1202.0,2,65.0,2
153,"Adajan,Surat",1340.0,2,75.0,2
154,"Adajan,Surat",2650.0,4,175.0,3
155,"Adajan,Surat",1450.0,2,90.0,3
156,"Adajan,Surat",1025.0,2,42.0,2
157,"Adajan,Surat",485.0,1,19.5,1
158,"Adajan,Surat",1167.0,2,43.76,2
159,"Adajan,Surat",1000.0,2,55.0,2
160,"Adajan,Surat",1141.0,2,42.79,2
161,"Adajan,Surat",1200.0,2,67.0,2
162,"Adajan,Surat",1200.0,2,58.0,2
163,"Adajan,Surat",1151.0,2,43.1,2
164,"Adajan,Surat",1141.0,2,42.75,2
165,"Adajan,Surat",900.0,2,48.0,2
166,"Adajan,Surat",1749.0,4,90.0,4
167,"Adajan,Surat",1151.0,2,42.9,2
168,"Adajan,Surat",1250.0,2,45.0,2
169,"Adajan,Surat",1151.0,2,43.16,2
170,"Adajan,Surat",1200.0,2,58.0,2
171,"Adajan,Surat",1200.0,2,66.0,3
172,"Adajan,Surat",1415.0,2,74.0,3
173,"Adajan,Surat",1200.0,2,50.0,2
174,"Adajan,Surat",1141.0,2,50.0,2
175,"Adajan,Surat",500.0,1,14.0,1
176,"Adajan,Surat",1100.0,2,31.5,2
177,"Adajan,Surat",982.0,2,24.55,2
178,"Adajan,Surat",500.0,2,14.0,1
179,"Adajan,Surat",900.0,2,22.5,2
180,"Adajan,Surat",908.0,2,26.0,2
181,"Adajan,Surat",870.0,2,36.0,2
182,"Adajan,Surat",937.0,2,35.0,2
183,"Adajan,Surat",960.0,2,37.0,2
184,"Adajan,Surat",500.0,1,14.0,1
185,"Adajan,Surat",1000.0,2,29.7,2
186,"Adajan,Surat",850.0,2,25.99,2
187,"Adajan,Surat",902.0,2,25.26,2
188,"Adajan,Surat",1470.0,3,54.0,3
189,"Adajan,Surat",810.0,2,25.5,2
190,"Adajan,Surat",890.0,2,27.0,2
191,"Adajan,Surat",1200.0,2,36.0,2
